#Table1
objid,ra,dec,u,g,r,i,z,class,redshift
1237651066813612040,170.330861748475,64.5137454168221,18.8693,16.65626,15.74427,15.40952,15.23088,STAR,-5.335642E-05
1237651066813612042,170.296585404493,64.5888830621505,19.15475,18.23403,17.97061,17.86323,17.84958,STAR,3.076173E-05
1237649964068831259,56.816348455982,-4.95498504243159,17.67276,16.689,16.24314,16.00089,15.77436,GALAXY,0.01326671
1237649964068700247,56.4852310383484,-5.14214507941083,19.18197,18.20671,17.83309,17.63694,17.47277,GALAXY,0.01298686
1237649964068503766,56.0367459244034,-5.13669038222045,19.33969,18.44056,18.15224,18.01887,18.07632,STAR,-0.0002570769
1237649964068503734,56.1469734716282,-5.17562974853737,18.55868,17.23854,16.70911,16.49056,16.3961,STAR,-0.0003031835
1237649964071256144,62.3739833178921,-4.18099919569911,18.56055,17.3887,16.94155,16.76169,16.70107,STAR,9.164766E-05
1237649964067979358,54.8584556599312,-5.29099482452944,19.55845,18.03698,17.45229,17.23507,17.13822,STAR,-0.0001114511
1237649964070404252,60.4095055561152,-4.47286237256089,18.22596,16.27894,15.40097,14.9445,14.58741,GALAXY,0.03760754
1237649964070207533,59.978259794821,-4.51005334820013,16.45363,15.4359,15.03514,14.84339,14.77999,STAR,-4.180665E-05
1237649964070207496,59.8995962370519,-4.61481065324081,18.55873,16.66809,15.91681,15.6365,15.50388,STAR,0.0002406207
1237649964071190611,62.1218860779913,-4.25787836645929,19.4606,18.12549,17.52608,17.26813,17.14366,STAR,0.0008374403
1237649964069945542,59.3683033824379,-4.71446265530465,19.29842,17.3923,16.64095,16.39473,16.28344,STAR,5.003639E-05
1237649964069159088,57.560120186867,-4.85061734346668,19.44764,17.48575,16.52393,16.0135,15.60751,GALAXY,0.06713808
1237649964068765789,56.6918484668615,-5.05796285690566,19.22629,19.06657,18.99713,18.7096,18.6171,QSO,1.779616
1237650369404993689,172.609886865305,-3.34273023481719,18.98176,17.07656,16.15694,15.73972,15.41562,GALAXY,0.07082634
1237650369398440121,157.734851588716,-3.18880403038518,18.99225,18.61986,18.56356,18.52507,18.48642,QSO,0.6953121
1237650369406697676,176.554434576675,-3.50802136083124,19.13714,17.79896,17.20079,16.84181,16.61356,GALAXY,0.09175184
1237650369406763205,176.737712983766,-3.36640022617394,19.08714,17.84766,17.29178,16.87329,16.76179,GALAXY,0.09156051
1237649964070207669,60.0404981696633,-4.65133208778176,18.90122,17.8207,17.4615,17.33912,17.31528,STAR,-1.354746E-05
1237650369407090825,177.407534371147,-3.36195118646713,18.74885,17.53322,16.94817,16.57279,16.32944,GALAXY,0.07743615
1237650369407156241,177.568395265767,-3.49380649043571,19.27596,18.40788,18.0781,17.93281,17.90109,STAR,0.0001653922
1237650369407156369,177.634591598584,-3.47420071964802,19.08825,17.21729,16.29268,15.86702,15.54954,GALAXY,0.07700762
1237650369404207143,170.858103336899,-3.26352656263642,17.79206,17.62252,17.4906,17.23324,17.22291,QSO,1.768941
1237650369404207152,170.866558885987,-3.46939466519769,17.25297,16.28513,15.87637,15.70389,15.64403,STAR,0.0003384757
1237649964068503559,56.0166931522623,-5.09098976163803,18.68053,16.95213,16.3276,16.12374,16.05848,STAR,0.0001209299
1237649964068241622,55.4981371494737,-5.18054492456212,19.59573,17.75395,16.92545,16.43412,16.00011,GALAXY,0.06631631
1237649964068241592,55.4916989153966,-5.31207380224328,19.32267,17.81147,17.22762,17.01637,16.91282,STAR,-0.000216621
1237649964068241569,55.4393680544481,-5.2157969562728,19.54775,17.60276,16.60764,16.1824,15.82193,GALAXY,0.1114757
1237649964068176077,55.4228630114916,-5.22416922481501,16.14125,14.71289,14.17676,14.01663,13.98282,STAR,0.0001554813
1237649964068176017,55.3643887166187,-5.28958871134564,18.80684,17.25921,16.64474,16.4515,16.35764,STAR,2.479487E-05
1237649964068110412,55.1434267776855,-5.28633534808029,16.0212,15.04538,14.71856,14.58709,14.57695,STAR,-0.0001003407
1237650369412137087,188.987726386987,-3.49779437940943,19.24794,17.61724,16.82268,16.38517,16.07899,GALAXY,0.06044928
1237650369397850168,156.3381295274,-3.08175906961514,19.0143,18.09245,17.77771,17.663,17.58477,STAR,0.0001688815
1237650280814805096,137.242340688228,55.2536778868699,19.34622,19.11184,19.14115,19.17782,18.94978,QSO,0.7502202
1237650369406697749,176.55190004952,-3.3261630511689,19.10125,18.00724,17.62294,17.34431,17.39034,GALAXY,0.09631418
1237650369406763117,176.760574168519,-3.33207681460256,18.78908,17.60987,16.96427,16.60232,16.37182,GALAXY,0.1312591
1237650369409646722,183.267491972886,-3.33976266623443,19.1225,17.95604,17.40367,17.03096,16.85294,GALAXY,0.08406913
1237650369407090853,177.457403064567,-3.51766972986057,16.94789,15.31878,14.50462,14.06769,13.72118,GALAXY,0.02665586
1237650369407090865,177.470946304851,-3.33009853998463,18.87733,17.88631,17.48114,17.25515,17.13066,GALAXY,0.02648198
1237650369407156421,177.661565389486,-3.42356129691933,19.46149,17.64156,16.81114,16.41955,16.12913,GALAXY,0.07622351
1237650369407942734,179.424788422849,-3.35169675414927,18.56583,18.21091,17.67527,17.37952,17.29236,QSO,0.2196868
1237650369404338263,171.146752708377,-3.3138699606846,19.13305,17.67612,16.98778,16.60513,16.33717,GALAXY,0.06762683
1237650369404338307,171.198891184975,-3.27537412252985,19.30404,18.00467,17.38741,17.00451,16.76138,GALAXY,0.06813491
1237650369404338326,171.225094867614,-3.36683975757184,19.2262,17.31314,16.4282,16.01788,15.67733,GALAXY,0.0678393
1237650369404600442,171.774955743327,-3.36443132628323,19.46938,17.66992,16.7766,16.34494,15.98509,GALAXY,0.06881012
1237650369404600451,171.793409683704,-3.30373557958249,18.73483,17.52037,16.85783,16.48073,16.23253,GALAXY,0.09502124
1237649964068241485,55.4307855792083,-5.16076216009043,18.14164,16.54978,15.96036,15.76024,15.67016,STAR,7.305077E-05
1237650369404666014,171.865702402846,-3.32275580663383,19.32717,18.24403,17.6764,17.35705,17.16502,GALAXY,0.1059285
1237650369404731624,172.129111265465,-3.45794594755589,18.76258,17.56187,17.00474,16.616,16.40841,GALAXY,0.07008163
1237650369404797112,172.21915409862,-3.35848349067626,18.48856,17.84543,17.31532,16.9134,16.76337,GALAXY,0.1977206
1237650369404928028,172.47517365662,-3.4220118804266,18.9335,17.823,17.70424,17.69035,17.74554,STAR,0.0002146759
1237650369407025411,177.359047407584,-3.41409716717105,17.92188,16.74334,16.31613,16.05754,15.89176,GALAXY,0.04314554
1237650369410760795,185.886112702756,-3.36075459502562,18.40733,16.5887,15.64164,15.17635,14.83716,GALAXY,0.07212824
1237650369404993697,172.612979742543,-3.36385189913271,19.42896,17.47099,16.42578,15.94023,15.55544,GALAXY,0.1455766
1237650369405059085,172.766321167703,-3.30548192224396,16.34046,15.31662,15.16903,15.12703,15.15101,STAR,0.0005513315
1237650369405059139,172.833602665732,-3.38465257113509,18.15884,17.08576,16.72041,16.56449,16.51961,STAR,6.30967E-05
1237650369405124646,172.912767968048,-3.35756069512679,18.61185,18.11552,18.17992,17.69347,17.1491,STAR,1.544699E-05
1237650369409515644,183.03135337938,-3.53853072465416,19.42028,17.72218,16.82576,16.41304,16.07331,GALAXY,0.08342125
1237650369405124748,172.978485582618,-3.46035990496586,18.64632,17.37086,16.83551,16.48746,16.27254,GALAXY,0.074
1237650369405124755,172.990763706581,-3.49019564478541,19.36768,16.87632,15.68107,15.10053,14.9529,STAR,-2.228887E-05
1237650369406435446,175.955809290785,-3.45956756746866,19.46752,16.76382,15.33176,14.52126,14.04449,STAR,7.21824E-05
1237650369406435480,176.033719959275,-3.49371227453539,18.74936,17.51024,16.87632,16.49481,16.25754,GALAXY,0.1253597
1237650369406500974,176.101651752404,-3.33283904798619,19.46976,17.74362,16.95503,16.60986,16.32594,GALAXY,0.05759645
1237650369406501003,176.140261291213,-3.35133805482248,19.35204,17.48185,16.4097,15.92843,15.5369,GALAXY,0.1604318
1237650369398440018,157.628769918208,-3.06305061891814,19.08342,19.17955,19.61636,19.89611,20.29655,STAR,4.086471E-05
1237650369406566585,176.225393841688,-3.47335317171416,18.88682,17.6912,17.15458,16.85178,16.70044,GALAXY,0.1201363
1237649964070862856,61.4014644044267,-4.34591174898696,17.04052,16.0118,15.61401,15.46541,15.41217,STAR,0.0003137602
1237650369406632085,176.378539283466,-3.36795562141257,19.44587,18.07684,17.31063,16.89481,16.58639,GALAXY,0.1204117
1237650369406632151,176.486016208663,-3.50432737347075,18.65815,16.66914,15.73289,15.31489,14.96434,GALAXY,0.07737447
1237650369406697651,176.62731874868,-3.47364788079289,19.55854,18.16908,17.45515,17.05487,16.79295,GALAXY,0.131288
1237650369406828616,176.844402973648,-3.41268373728769,18.50682,18.38355,18.43084,18.17074,18.00482,QSO,0.4174733
1237650369406828630,176.918486567215,-3.44728617175537,17.85927,16.66864,16.27566,16.13473,16.09165,STAR,-0.0001327816
1237650369406828635,176.939861784449,-3.34609544126381,17.29093,16.00557,16.07697,16.13754,16.17389,STAR,-0.0001689628
1237650369406828688,176.807872558519,-3.44182502737416,17.97628,17.01216,16.71352,16.58341,16.50912,GALAXY,0.01897908
1237650369406828700,176.842830733652,-3.45307204084278,18.68314,17.3202,16.57447,16.16867,15.89158,GALAXY,0.1032257
1237650369406828748,176.907473130334,-3.37364832143671,19.43581,18.23722,17.44466,17.00511,16.75012,GALAXY,0.2130421
1237650369406828779,176.822929208754,-3.35495378713699,18.93813,17.80619,17.16598,16.80221,16.58122,GALAXY,0.09568204
1237650369406828785,176.845397685728,-3.37531387483873,19.1173,17.50027,16.8093,16.43818,16.22696,GALAXY,0.09577426
1237650369409712212,183.52371664242,-3.49482849638384,19.22257,18.21669,17.85503,17.7213,17.70744,STAR,0.0005756855
1237650369406894247,177.086674973218,-3.43692742477543,18.93811,17.63119,17.05067,16.69268,16.46702,GALAXY,0.101873
1237651736821236007,158.409003663617,2.54390049260084,18.9767,18.66838,18.58257,18.47485,18.17831,QSO,2.173831
1237651736830607448,179.774177457611,2.80072767530042,19.04435,18.76299,18.21147,17.77975,17.58352,QSO,0.1687318
1237651736822218868,160.599928924574,2.60593503842041,18.85702,17.18484,16.29969,15.84496,15.48896,GALAXY,0.07736595
1237651736822218848,160.573653075232,2.51827410193516,18.76276,17.30238,16.57593,16.14148,15.84039,GALAXY,0.07724924
1237651736822153300,160.433702216398,2.55342635661807,18.47878,17.33907,16.91815,16.76381,16.7042,STAR,1.119888E-05
1237651736822022272,160.134427737964,2.49094649247957,19.38451,17.60472,16.79214,16.33197,15.97954,GALAXY,0.08083711
1237651736822022271,160.136754681386,2.48933584724709,18.14968,16.97577,16.39644,15.92912,15.77511,GALAXY,0.08154158
1237651736822022217,160.160617528999,2.48965763834277,18.39921,17.19926,16.96808,16.87585,16.80808,STAR,0.0001021815
1237651736821235745,158.33766175681,2.61612283577801,16.2081,14.87341,14.22643,13.8945,13.58795,GALAXY,0.0292512
1237651736318640178,236.651495732041,1.46066873647643,19.22048,17.85096,17.72435,17.71318,17.68859,STAR,4.998004E-05
1237651736318509419,236.433787478538,1.46756015671718,19.28298,17.64097,16.72601,16.23392,15.85211,GALAXY,0.1122003
1237651736318181574,235.713538114861,1.49536075262666,18.70052,16.97305,16.32679,16.11905,16.01659,STAR,-7.403727E-05
1237651736831328287,181.402497291215,2.7574151685646,19.5313,18.63101,18.4997,18.41768,18.13876,QSO,2.548208
1237651736831459398,181.666086756432,2.88564182350594,19.01844,18.44799,18.43702,18.44403,18.19076,QSO,2.512557
1237651736318115846,235.420559609015,1.533412681942,17.80676,16.83989,16.41158,16.22113,16.13312,STAR,-6.755996E-05
1237651736317919327,235.017160924916,1.54663330375031,17.02701,16.06953,15.73009,15.59113,15.55094,STAR,-7.901709E-06
1237651736317919282,234.996179222251,1.54588699733477,18.68202,18.76742,19.10282,19.36558,19.59362,STAR,-2.837252E-05
1237651736317853798,234.941811215392,1.41694995495133,18.27431,16.23554,15.2214,14.74114,14.36963,GALAXY,0.0844074
1237651736830607463,179.802555843838,2.77705867220419,19.54075,18.03796,17.20489,16.68482,16.3918,GALAXY,0.1364799
1237651736822415469,161.104503441463,2.51101346185142,19.32805,17.79043,16.88652,16.42158,16.07192,GALAXY,0.1234986
1237651736822415419,161.002237178804,2.65668288521426,19.07316,19.00666,18.85352,18.76595,18.75288,QSO,1.431559
1237651736822415384,160.9989824774,2.6924609715184,18.66634,17.3631,16.78414,16.56056,16.46046,STAR,4.053667E-05
1237651736822284533,160.766596157661,2.61268623470168,18.18045,16.98101,16.52761,16.21819,16.1144,GALAXY,0.07811405
1237651736822284508,160.745221249285,2.63358047429428,19.45683,17.46078,16.38774,15.88413,15.43405,GALAXY,0.1051586
1237651736822284494,160.732980784107,2.63872224624845,19.15709,17.32406,16.37759,15.95094,15.60685,GALAXY,0.1046707
1237651736822218754,160.541163519156,2.51329030538318,18.59582,17.47928,17.04751,16.86607,16.78084,STAR,0.0006816436
1237651736822153422,160.498010492893,2.63028301480761,18.09031,15.99045,14.99796,14.5607,14.22949,GALAXY,0.07796165
1237651736822153403,160.464969276598,2.60800939031037,19.34619,17.38184,16.40816,15.94364,15.61495,GALAXY,0.0759799
1237651736822153391,160.460183885252,2.53775833411657,19.54861,17.69173,16.81484,16.38037,16.04464,GALAXY,0.07738185
1237651736822087865,160.359124099673,2.57043549735535,19.1749,17.65343,16.88833,16.50945,16.24492,GALAXY,0.07770175
1237651736822087790,160.260136063149,2.54521321588512,19.51223,19.46029,19.39773,19.19258,19.13549,QSO,1.958244
1237651736831000655,180.60888802759,2.91214948961949,19.54325,18.47698,18.09461,17.97946,17.96125,STAR,0.0008051991
1237651736821956783,159.951331871394,2.52276402111791,19.08971,18.75919,18.49179,18.34288,17.75095,QSO,0.3542009
1237651736832770231,184.775123572858,2.90930970635826,19.03511,18.4738,18.32549,18.24982,18.01309,QSO,2.297161
1237651736821760143,159.566840238397,2.54979267223874,19.49412,18.3182,17.62987,17.20394,16.93179,GALAXY,0.1281532
1237651736821760135,159.556629102677,2.51795954981696,18.35765,16.94705,16.12928,15.65907,15.3241,GALAXY,0.09537791
1237651736831066140,180.798798966949,2.72753171528943,19.51445,18.15785,17.35641,16.94455,16.66123,GALAXY,0.1413615
1237651736831066177,180.850895074206,2.7417374519556,18.7809,18.77676,18.57563,18.54482,18.63639,QSO,1.355871
1237651736831066220,180.753949161446,2.83638964411732,18.11629,16.49517,15.73264,15.35636,15.03089,GALAXY,0.01921438
1237651736821366828,158.66656946762,2.54103865933059,17.75197,16.5143,16.13321,15.88364,15.77541,GALAXY,0.03793905
1237651736831066276,180.84665069965,2.83452302371902,19.06021,17.95911,17.4622,17.23628,16.9875,GALAXY,0.01895629
1237651736321065187,242.288084554561,1.15594314209433,18.10093,16.81637,16.29006,16.10787,16.00387,STAR,0.0001538583
1237651736320934350,241.978380799859,1.20346221122669,19.43652,17.58174,16.8048,16.40122,16.24521,STAR,-9.861205E-05
1237651736320279083,240.476668932529,1.25190725634819,19.59399,18.33956,17.79317,17.46323,17.28189,GALAXY,0.0516514
1237651736318771550,237.006371131538,1.37915590735001,19.54025,19.08393,18.93947,18.83479,18.70839,QSO,0.6992787
1237651736318509227,236.439854811322,1.5414729411494,16.8929,16.68572,16.58841,16.53754,16.52505,STAR,2.930472E-05
1237651736831197356,181.096006626586,2.76986863426432,18.91532,18.35441,18.31796,18.12013,17.87707,QSO,0.4790157
1237651736833294505,185.903235675091,2.87043301591079,19.11135,18.086,17.93085,17.89844,17.83458,QSO,2.805252
1237651736831262791,181.215109466258,2.83134612124736,18.89743,17.92865,17.611,17.47879,17.41317,STAR,-7.359932E-05
1237651736831262840,181.271413446174,2.72482587857944,18.84137,17.90179,17.70391,17.37425,17.35457,GALAXY,0.07616583
1237651736318181736,235.662981112257,1.56367914078553,19.33515,19.12545,18.82962,18.89776,18.8495,QSO,1.013581
1237651736318181648,235.612162076862,1.42339782454166,18.95644,17.88037,17.26683,16.92662,16.68027,GALAXY,0.1587698
1237651736831328346,181.369500713179,2.88924049136482,19.58977,18.50652,17.77632,17.3879,17.11813,GALAXY,0.07649188
1237651736318116183,235.513973555333,1.42484169886657,18.40853,16.54241,15.54438,15.06697,14.68141,GALAXY,0.08327626
1237651736831394046,181.638775573924,2.8989908877262,19.23905,18.13438,17.43582,17.0923,16.80852,GALAXY,0.1315299
1237651736318116090,235.479875520225,1.42150513876092,18.36885,16.28657,15.24278,14.77462,14.38196,GALAXY,0.08480491
1237651736318050752,235.274486072875,1.54126100937355,19.49892,18.24536,17.42921,17.04355,16.71856,GALAXY,0.1681098
1237651736318050733,235.407481781109,1.42467448187419,19.33745,17.19611,16.15406,15.67384,15.27251,GALAXY,0.08322823
1237651736317854008,234.931869581956,1.5938775016408,19.16436,17.55735,16.75084,16.31894,15.99061,GALAXY,0.1151558
1237651736830541910,179.636485576519,2.87005840248344,19.45786,18.20856,17.64502,17.31044,17.09407,GALAXY,0.1327692
1237651736320999453,242.030044035339,1.18209936226007,19.32298,18.4124,17.37201,17.15656,17.02706,STAR,0.0001549518
1237651736830476379,179.518465205535,2.89035054039632,19.0027,17.40843,16.61785,16.20373,15.90176,GALAXY,0.100245
1237651736831852597,182.585857464602,2.90368051304829,18.30203,17.25148,16.75511,16.39288,16.2453,GALAXY,0.08327592
1237651736832114808,183.258476991385,2.71871650506267,18.54848,17.2387,16.53454,16.16895,15.93082,GALAXY,0.06636405
1237651736832180342,183.368524679841,2.80383496638577,19.52353,17.49415,16.54858,16.11523,15.77461,GALAXY,0.07679952
1237651736832245876,183.46387152681,2.80163536729021,18.71387,16.9055,16.07398,15.64888,15.31957,GALAXY,0.07470042
1237651736832835863,184.920971692096,2.74716256478404,18.56179,17.53576,17.18809,17.02975,16.83658,GALAXY,0.03410423
1237651736821694552,159.400441269208,2.65424008509751,18.82208,16.81957,15.85583,15.42654,15.08956,GALAXY,0.08326287
1237651736821629001,159.178205139211,2.60634663240705,18.6467,17.40146,16.80138,16.44907,16.20845,GALAXY,0.07761396
1237651736821563652,159.110457919339,2.49280814396486,19.18178,18.27085,17.88691,17.50666,17.44495,GALAXY,0.07260151
1237651736821498094,158.894482535972,2.56286497285269,18.0149,17.6853,17.82481,17.74871,17.82635,GALAXY,0.04068289
1237651736821498021,158.962010852413,2.57158388539172,18.65047,17.10038,16.36173,15.96566,15.68612,GALAXY,0.04090368
1237651736821432346,158.753811523765,2.50241723111921,17.85167,18.23792,18.7197,18.85242,18.76379,STAR,0.0002877022
